CodingDate,VideoCoder,VideoFileName,TrialDate,Experimenter,BirdID,Test,Condition,Time,Session,IndicatedTrial,LatencyFirstLand,LatencyFirstLand2,LatencyFirstLandSummedAcrossCol_L_andCol_M,Total seconds in pt1 video (from when experimenter leaves view),"LatencyFirstTimeWithin20cmOfObject (pt2 latency starts at p2 video, so need to add total time of pt1 video to total)",LatencyFirstTimeWithin20cmOfObject (pt2 latency starts from pt1 beginning),LatencyFirstTouchToObject,LatencyFirstEnterTent,TotalDurationInTent,TotalDurationNear<20cm,TotalDurationFar>20cm,TotalDurationOutOfView(sec),ClosestDistanceToApparatus,TrialEndTimeStamp,TrialDuration,Notes
2021-01-18,AJB,A070KP 2019-11-17 ExploreObj Time2 Familiar T1 (pt. 1),2019-11-17,KM,A070KP,Object,Familiar,2,n/a,1,47.00,47.00,,,51.40,,55.20,n/a,n/a,238.80,729.20,1089.40,Touch,,2059.20,
2021-01-18,AJB,A070KP 2019-11-17 ExploreObj Time2 Familiar T1 (pt. 2),2019-11-17,KM,A070KP,Object,Familiar,2,n/a,1,,n/a,,,22.00,,52.60,n/a,n/a,22.20,445.00,191.20,Touch,,658.20,
2021-01-18,AJB,A070KP 2019-11-17 ExploreObj Time2 Novel T1 (pt. 1),2019-11-17,KM,A070KP,Object,Novel,2,n/a,1,61.60,61.60,,,n/a,,n/a,n/a,n/a,n/a,1697.40,343.40,Far,,2040.60,
2021-01-18,AJB,A070KP 2019-11-17 ExploreObj Time2 Novel T1 (pt. 2),2019-11-17,KM,A070KP,Object,Novel,2,n/a,1,,16.40,,,n/a,,n/a,n/a,n/a,n/a,112.20,545.80,Far,,657.80,
2021-01-20,AJB,A073OL 2019-10-25 ExploreEnv Time1 Familiar T1,2019-10-25,MM,A073OL,Environment,Familiar,1,n/a,1,652.00,652.00,,,1798.20,,n/a,1831.40,149.00,79.20,569.20,1388.80,Near,,2186.00,
2021-01-20,AJB,A073OL 2019-10-25 ExploreEnv Time1 Familiar T1 Part2,2019-10-25,MM,A073OL,Environment,Familiar,1,n/a,1,,n/a,,,18.00,,n/a,44.20,27.00,116.60,383.80,29.80,Near,,557.00,
2021-01-20,AJB,A073OL 2019-10-25 ExploreEnv Time1 Novel T1,2019-10-25,MM,A073OL,Environment,Novel,1,n/a,1,874.60,874.60,,,882.60,882.60,908.60,n/a,n/a,678.00,190.20,1269.20,Touch,,2137.00,
2021-01-20,AJB,A073OL 2019-10-25 ExploreEnv Time1 Novel T1 Part2,2019-10-25,MM,A073OL,Environment,Novel,1,n/a,1,,456.60,,,1.00,,4.20,n/a,n/a,156.80,81.40,352.00,Touch,,590.00,
2021-01-20,AJB,A073OL 2019-11-28 ExploreEnv Time2 Familiar T1 (whiteboard incorrectly says Novel) (pt. 1),2019-11-28,MM,A073OL,Environment,Familiar,2,n/a,1,107.40,107.40,,,388.40,,n/a,388.80,112.00,286.60,1133.00,560.40,Near,,2091.80,
2021-01-20,AJB,A073OL 2019-11-28 ExploreEnv Time2 Familiar T1 (whiteboard incorrectly says Novel) (pt. 2),2019-11-28,MM,A073OL,Environment,Familiar,2,n/a,1,,94.00,,,94.00,,n/a,102.20,24.40,131.40,523.60,241.00,Near,,920.20,
2021-01-20,AJB,A073OL 2019-11-28 ExploreEnv Time2 Novel T1 (pt. 1),2019-11-28,MM,A073OL,Environment,Novel,2,n/a,1,1074.80,1074.80,,,11.20,11.20,21.00,n/a,n/a,1044.00,976.00,34.80,Touch,,2054.60,
2021-01-20,AJB,A073OL 2019-11-28 ExploreEnv Time2 Novel T1 (pt. 2),2019-11-28,MM,A073OL,Environment,Novel,2,n/a,1,,238.60,,,103.40,,0.00,n/a,n/a,106.40,300.20,255.60,Touch,,662.00,
2021-01-21,AJB,A073OL 2019-10-27 ExploreObj Time1 Familiar T1 (pt. 1),2019-10-27,KM,A073OL,Object,Familiar,1,n/a,1,173.60,173.60,,,1.00,,28.20,n/a,n/a,69.00,1127.00,864.80,Touch,,2060.60,
2021-01-21,AJB,A073OL 2019-10-27 ExploreObj Time1 Familiar T1 (pt. 2),2019-10-27,KM,A073OL,Object,Familiar,1,n/a,1,,438.60,,,n/a,,n/a,n/a,n/a,n/a,220.40,438.00,Far,,658.20,
2021-01-21,AJB,A073OL 2019-10-27 ExploreObj Time1 Novel T1 (pt. 1),2019-10-27,KM,A073OL,Object,Novel,1,n/a,1,,n/a,,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,OutOfView,,2041.00,No solomon output excel file b/c nothing happened
2021-01-21,AJB,A073OL 2019-10-27 ExploreObj Time1 Novel T1 (pt. 2),2019-10-27,KM,A073OL,Object,Novel,1,n/a,1,3400,n/a,,,n/a,,n/a,n/a,n/a,n/a,n/a,n/a,OutOfView,,678.20,No solomon output excel file b/c nothing happened
2021-01-21,AJB,A073OL 2019-11-29 ExploreObj Time2 Familiar T1 (pt. 1),2019-11-29,MM,A073OL,Object,Familiar,2,n/a,1,54.80,54.80,,,0.00,,1.20,n/a,n/a,108.80,701.40,1275.00,Touch,,2085.00,
2021-01-21,AJB,A073OL 2019-11-29 ExploreObj Time2 Familiar T1 (pt. 2),2019-11-29,MM,A073OL,Object,Familiar,2,n/a,1,,155.80,,,n/a,,n/a,n/a,n/a,n/a,148.00,483.80,Far,,631.60,
2021-01-21,AJB,A073OL 2019-11-29 ExploreObj Time2 Novel T1 (pt. 1),2019-11-29,MM,A073OL,Object,Novel,2,n/a,1,312.40,312.40,,,1188.00,,1191.40,n/a,n/a,n/a,1610.60,468.40,Touch,,2078.80,
2021-01-21,AJB,A073OL 2019-11-29 ExploreObj Time2 Novel T1 (pt. 2),2019-11-29,MM,A073OL,Object,Novel,2,n/a,1,,n/a,,,n/a,,n/a,n/a,n/a,n/a,488.60,147.40,Far,,635.80,
2021-01-22,AJB,A075Y- 2019-11-27 ExploreEnv Time1 Familiar T1 (pt. 1),2019-11-27,MM,A075Y,Environment,Familiar,1,n/a,1,1139.20,1139.20,,,0.00,,n/a,0.80,24.80,42.80,193.80,1787.80,Near,,2049.00,
2021-01-22,AJB,A075Y- 2019-11-27 ExploreEnv Time1 Familiar T1 (pt. 2),2019-11-27,MM,A075Y,Environment,Familiar,1,n/a,1,,n/a,,,n/a,,n/a,n/a,n/a,n/a,n/a,689.20,OutOfView,,689.20,No solomon output excel file b/c nothing happened
2021-01-22,AJB,A075Y- 2019-11-27 ExploreEnv Time1 Novel T1 (pt. 1),2019-11-27,MM,A075Y,Environment,Novel,1,n/a,1,1900.00,1900.00,,,n/a,2701,n/a,n/a,n/a,n/a,2.60,2041.20,Far,,2043.60,
2021-01-22,AJB,A075Y- 2019-11-27 ExploreEnv Time1 Novel T1 (pt. 2),2019-11-27,MM,A075Y,Environment,Novel,1,n/a,1,,n/a,,,n/a,,n/a,n/a,n/a,n/a,n/a,660.80,OutOfView,,660.80,No solomon output excel file b/c nothing happened
2021-01-22,AJB,A075Y- 2020-01-08 ExploreEnv Time2 Familiar T1 (pt. 1),2020-01-08,MM,A075Y,Environment,Familiar,2,n/a,1,369.60,369.60,,,n/a,,n/a,369.60,1.00,20.40,51.40,1945.60,Near,,2018.20,
2021-01-22,AJB,A075Y- 2020-01-08 ExploreEnv Time2 Familiar T1 (pt. 2),2020-01-08,MM,A075Y,Environment,Familiar,2,n/a,1,,428.40,,,428.40,,n/a,686.80,1.20,7.80,271.40,428.40,Near,,708.60,
2021-01-22,AJB,A075Y- 2020-01-08 ExploreEnv Time2 Novel T1 (pt. 1),2020-01-08,MM,A075Y,Environment,Novel,2,n/a,1,,n/a,,,n/a,2701,n/a,n/a,n/a,n/a,n/a,2031.40,OutOfView,,2031.40,No solomon output excel file b/c nothing happened
2021-01-22,AJB,A075Y- 2020-01-08 ExploreEnv Time2 Novel T1 (pt. 2),2020-01-08,MM,A075Y,Environment,Novel,2,n/a,1,3400,n/a,,,n/a,,n/a,n/a,n/a,n/a,n/a,740.80,OutOfView,,740.80,No solomon output excel file b/c nothing happened
2021-01-22,AJB,A075Y- 2019-11-22 ExploreObj Time1 Familiar T2 (pt. 1),2019-11-22,MM,A075Y,Object,Familiar,1,n/a,1,5.60,5.60,,,55.00,,745.40,n/a,n/a,18.80,923.60,1114.40,Touch,,2056.60,
2021-01-22,AJB,A075Y- 2019-11-22 ExploreObj Time1 Familiar T2 (pt. 2),2019-11-22,MM,A075Y,Object,Familiar,1,n/a,1,,48.40,,,283.20,,n/a,n/a,n/a,1.00,187.00,466.80,Near,,654.60,
2021-01-22,AJB,A075Y- 2019-11-22 ExploreObj Time1 Novel T2 (pt. 1),2019-11-22,MM,A075Y,Object,Novel,1,n/a,1,,n/a,,,n/a,,n/a,n/a,n/a,n/a,n/a,2071.20,OutOfView,,2071.20,No solomon output excel file b/c nothing happened
